feature_name,importance_gain,importance_split
diff_D_58_sum,51.9033332914114,18.2
last3_diff_B_3_mean,51.897276347130536,13.2
last3_D_105_max,51.89400914609432,20.2
diff_B_17_max,51.888668318092826,19.2
diff_B_13_max,51.78969136476517,20.4
ym_rank_D_112_sum,51.78682262599468,19.8
diff_D_62_sum,51.75176264047623,16.8
last3_diff_D_46_max,51.72736548632383,22.0
diff_B_40_last,51.63648992180824,16.4
diff_S_8_mean,51.62753326892853,17.4
B_40_min,51.59557263813913,15.8
last6_D_107_std,51.58525785505772,17.0
diff_B_13_sum,51.567980074882506,18.2
last3_diff_D_60_sum,51.55969642400741,18.2
ym_rank_S_7_std,51.5468475818634,20.2
ym_rank_D_60_sum,51.53657510243356,19.8
last6_B_23_sum,51.49601410627365,14.6
last6_D_75_mean,51.48789427559823,8.0
ym_rank_D_60_mean,51.475590309500696,21.8
last3_diff_S_13_sum,51.37560076713562,17.4
B_4_sum,51.3567554756999,17.8
D_61_sum,51.32722135484219,17.4
ym_rank_D_55_last,51.32720633037388,19.0
diff_D_75_min,51.31267546415329,17.4
last3_diff_B_23_std,51.28078129887581,20.8
diff_D_55_last,51.256167620420456,16.8
D_58_last,51.25332490205765,9.8
diff_B_2_sum,51.24396522343159,17.0
last3_diff_P_2_std,51.01972911134362,20.2
ym_rank_D_139_sum,51.00851101279259,11.6
B_37_max,50.98664281368256,16.4
diff_S_11_mean,50.856385071575644,19.8
diff_S_8_last,50.85059925317764,16.4
oneHot_D_117_-100.0_sum,50.83622735738754,16.6
rank_B_25_last,50.79380584727041,21.6
last3_diff_B_40_sum,50.74116429835558,17.4
D_60_std,50.5021487057209,22.0
last3_D_55_mean,50.492647860944274,16.2
ym_rank_B_18_min,50.48157149627805,18.0
ym_rank_R_6_mean,50.44880645275116,6.4
D_105_last,50.41230835393071,22.4
D_118_max,50.41155240386725,20.2
last6_S_5_sum,50.40430537909269,17.6
last3_S_15_sum,50.38668286204338,16.8
last6_S_15_max,50.38622446060181,9.4
last3_B_3_min,50.38475027680397,10.6
diff_D_39_last,50.311425253748894,17.6
D_74_mean,50.289178079366685,16.0
last6_D_122_min,50.20635827481747,17.6
last3_diff_B_37_min,50.187058344203976,19.6
last6_D_119_max,50.1867497548461,19.4
last6_D_112_min,50.15651104450226,8.8
B_25_max,50.14981350898743,19.2
ym_rank_D_121_sum,50.141951334476474,19.6
D_128_mean,50.1298564016819,18.6
last6_S_15_min,50.12640320360661,17.4
last3_S_23_sum,50.12018027305603,6.2
ym_rank_D_70_max,50.04445706605911,16.6
last3_diff_S_22_min,49.889565241336825,18.2
diff_R_16_std,49.83829788565636,14.0
ym_rank_B_11_min,49.823378562927246,9.0
last6_D_112_std,49.8110704511404,14.2
ym_rank_D_103_mean,49.80773110836744,16.4
D_70_mean,49.79090720638633,16.0
last3_S_24_max,49.751822757720944,18.0
diff_B_7_max,49.72484669089317,19.4
last6_S_8_mean,49.72246873378754,18.8
last3_B_5_mean,49.67581797838211,17.4
last3_D_75_max,49.67093206420541,7.0
last3_diff_B_6_std,49.635171979665756,17.2
rank_B_3_last,49.497086665034296,18.4
last3_diff_D_61_sum,49.45168299609795,21.0
B_17_std,49.39388406574726,18.8
diff_B_10_sum,49.32155070453882,18.6
ym_rank_S_22_min,49.10827522873878,18.0
diff_B_25_sum,49.105101585388184,14.8
last3_D_105_min,49.095697325468066,17.0
last3_diff_D_115_std,49.084526389464735,17.2
diff_D_58_mean,48.940862466394904,16.4
last3_diff_P_3_min,48.934397087991236,19.2
ym_rank_B_25_std,48.934238961339,19.8
ym_rank_S_13_max,48.88109929412603,17.4
diff_B_25_mean,48.86752078831196,14.4
D_121_last,48.847817248106004,18.8
last3_S_12_mean,48.830538497690576,19.2
rank_D_70_last,48.726058813929555,18.0
diff_S_27_std,48.638099272176625,17.2
diff_B_25_std,48.52723347935826,19.2
last3_B_17_mean,48.50140871107578,16.8
last6_S_12_mean,48.48109050318599,19.2
diff_S_27_sum,48.43932998031378,16.2
last3_D_46_sum,48.42645727843046,17.0
last3_R_3_max,48.41533587574959,12.0
last3_diff_B_11_mean,48.284145313501355,13.2
last3_D_50_min,48.22608041465283,15.8
ym_rank_S_3_sum,48.220304891467094,18.4
last3_D_74_mean,48.21486183404922,9.4
last3_S_8_sum,48.191475838422775,16.2
ym_rank_B_13_last,48.123065282404426,16.2
last3_diff_B_3_max,48.064431169629096,14.6
ym_rank_R_27_min,48.05343259871006,11.2
diff_S_24_max,48.01468162238598,19.2
rank_R_2_last,47.93020133972168,8.8
diff_S_22_max,47.905300652980806,18.4
ym_rank_D_119_mean,47.89609898030758,20.2
last3_diff_S_3_sum,47.89508563876152,15.6
last6_B_1_max,47.886579669266936,12.6
B_2_mean,47.88075593113899,14.2
D_122_sum,47.86294290237129,20.2
last6_D_124_std,47.82884870842099,20.2
last6_D_71_std,47.81550816446543,18.4
last3_D_58_min,47.75058307647705,11.4
last3_D_77_std,47.73741151839495,17.6
last6_D_50_sum,47.71918658912182,13.0
last3_S_12_std,47.696809474006294,16.8
R_2_mean,47.68339624404907,4.0
ym_rank_D_56_last,47.649260360002515,16.0
S_5_last,47.630135557055475,15.0
S_22_mean,47.612504351139066,16.2
last6_R_27_mean,47.57987204119563,10.2
rank_R_11_last,47.57057152837515,14.2
last6_D_47_max,47.56069495677948,17.0
diff_D_42_std,47.54969030469656,11.0
ym_rank_B_13_min,47.54181891083717,15.2
B_20_std,47.51146985590458,16.4
diff_B_14_std,47.48789873123169,18.4
last3_D_62_sum,47.35048507452011,18.4
ym_rank_B_14_std,47.28025245070457,16.6
ym_rank_D_56_sum,47.22787428498268,14.2
last6_D_41_mean,47.1921585097909,6.6
diff_D_39_min,47.114063473045825,21.6
D_55_min,47.10078025683761,17.4
diff_R_1_mean,47.09140992164612,5.8
ym_rank_D_104_sum,47.044450625777245,19.4
S_7_sum,47.02093727588654,16.6
oneHot_D_120_100.0_mean,46.991772927343845,13.2
diff_B_20_sum,46.95151566490531,10.2
ym_rank_S_24_min,46.94429216086864,17.0
diff_B_12_last,46.87290833964944,16.0
D_58_mean,46.84891913095489,11.8
last3_B_17_max,46.719732308387755,13.2
diff_B_14_sum,46.698842865228656,15.8
D_105_min,46.682771903276446,21.2
last3_D_118_mean,46.67396713607013,19.8
rank_D_45_last,46.65083477105945,18.8
oneHot_D_117_200.0_sum,46.61648191213608,12.4
diff_B_7_last,46.5978745341301,14.6
last3_diff_S_7_mean,46.51342475414276,13.6
ym_rank_D_52_mean,46.511442239396274,17.8
last3_diff_R_3_std,46.50849145054817,11.6
S_24_mean,46.480272877216336,16.2
ym_rank_D_58_last,46.47674042582512,11.4
diff_S_8_sum,46.44687796756625,16.8
last3_S_8_std,46.36475919485092,20.4
diff_D_58_min,46.2085865508765,20.2
ym_rank_D_119_min,46.192161846160886,21.4
last3_diff_D_39_min,46.16283477731049,17.0
ym_rank_D_78_max,46.138849574327466,14.0
last3_diff_S_7_max,46.12748908698559,17.8
last3_diff_D_124_min,46.10863692462444,14.2
last3_diff_B_1_sum,46.096417150646445,14.0
last6_D_112_mean,46.082872207462785,11.0
ym_rank_B_11_max,46.033722549676895,17.4
ym_rank_B_13_sum,45.987206515669826,18.8
ym_rank_S_8_std,45.9294661231339,20.2
B_1_sum,45.838579922914505,15.4
rank_D_53_last,45.83324844837189,12.0
diff_S_13_max,45.82815486267209,18.8
last3_diff_S_26_sum,45.82691986560822,13.4
last3_B_37_max,45.7922581076622,11.0
ym_rank_S_7_mean,45.7917331546545,16.8
last6_D_41_sum,45.76937820911407,6.0
last3_diff_B_23_min,45.76557667255402,15.2
diff_D_115_min,45.75730508863926,13.4
last3_D_58_sum,45.74982403516769,11.4
S_7_mean,45.74242417216301,17.8
S_27_max,45.721571853756906,16.0
B_4_min,45.65526024997234,18.2
ym_rank_D_119_sum,45.620279368758204,19.0
ym_rank_B_20_max,45.60936838388443,12.4
last6_D_104_std,45.59774544239044,15.4
last6_B_12_mean,45.59664202071726,17.2
diff_B_6_sum,45.5896177276969,20.6
B_14_min,45.52480384707451,14.2
diff_D_105_min,45.52092925310135,14.8
B_11_max,45.515985399484634,14.6
B_37_mean,45.472898688167334,15.2
rank_D_74_last,45.4157185703516,19.0
last6_D_53_max,45.31004484891891,10.4
last3_B_10_sum,45.27295415699482,17.4
ym_rank_B_5_sum,45.2724186219275,18.4
B_37_sum,45.268929079174995,15.8
last6_B_11_max,45.22386352866888,12.8
ym_rank_D_143_sum,45.20560311079025,8.6
ym_rank_S_13_sum,45.10232277661562,17.8
last6_B_17_mean,45.05168821252882,17.0
D_55_max,45.01882657408714,18.4
ym_rank_D_60_last,44.97811124920845,19.2
last6_B_25_std,44.932380543649195,19.0
last6_D_115_mean,44.91066272258759,18.0
ym_rank_D_53_last,44.90900763273239,13.2
ym_rank_S_9_std,44.87522109150886,17.8
rank_D_39_last,44.8429693043232,18.2
last6_D_46_sum,44.83395290374756,15.0
diff_D_56_std,44.82338739037514,18.4
last3_D_75_mean,44.813309378921986,9.2
diff_D_44_std,44.749556601047516,15.2
last6_B_10_sum,44.73552597500384,16.6
last3_diff_D_47_std,44.70145336389542,14.0
D_45_last,44.69980531334877,15.6
diff_B_6_mean,44.68402067394927,19.8
B_4_mean,44.64641471505165,14.6
B_28_mean,44.594022679142654,17.4
last3_S_8_max,44.55434359312058,16.2
S_9_std,44.39053046405316,17.0
ym_rank_B_13_max,44.34807792305946,17.2
last3_diff_S_26_mean,44.30344603061676,13.8
last3_diff_S_12_std,44.28020753785968,17.6
last3_diff_D_122_std,44.24681639671326,16.4
diff_D_45_min,44.18814891576767,13.2
last3_D_115_mean,44.127489081025125,18.4
last6_B_12_sum,44.120453405380246,17.6
diff_S_15_sum,44.098189854621886,15.6
last3_B_5_std,44.03232587575913,16.6
D_119_max,44.02834606319666,18.8
last6_B_16_std,43.99899998307228,16.4
last3_B_17_min,43.97453898489475,12.8
last3_diff_S_5_mean,43.965380334854125,13.0
diff_D_70_std,43.93189063370228,17.2
diff_D_75_sum,43.899529150128366,13.4
B_25_mean,43.86202097632922,17.2
ym_rank_D_107_sum,43.77995905280113,18.4
ym_rank_D_105_min,43.770220854878424,18.2
diff_S_9_min,43.750454381108284,16.2
B_28_max,43.725500126183036,15.8
diff_D_62_last,43.7248804025352,15.4
last3_diff_D_46_sum,43.673207169771196,16.6
last3_S_15_max,43.66040422022343,8.8
last3_diff_B_28_sum,43.65263585746288,15.8
last3_B_14_mean,43.64766118600964,17.0
last6_S_22_mean,43.61042295396328,17.8
last6_D_118_mean,43.608047153055665,19.0
ym_rank_D_52_sum,43.60042180195451,16.0
B_23_sum,43.481551045179366,16.2
diff_S_15_mean,43.454182111471894,14.8
S_5_mean,43.44621356129646,15.4
last3_S_11_max,43.41199100576341,15.6
last3_diff_S_22_mean,43.38464903533459,15.0
last3_diff_S_11_std,43.3568123690784,18.4
D_118_sum,43.33837122023105,15.0
last3_diff_S_23_std,43.18467684984207,14.0
rank_S_27_last,42.945155003666876,15.8
D_75_sum,42.85177031159401,12.4
last6_B_37_mean,42.73636126294732,8.8
last3_D_71_max,42.67923737764359,13.0
diff_S_23_min,42.63229249864817,13.8
D_60_sum,42.61336253285408,17.0
last6_D_45_mean,42.597188676148654,13.2
ym_rank_B_12_std,42.58069494366646,15.0
last3_B_28_mean,42.573261885717514,17.0
R_16_mean,42.56945404410362,8.2
D_118_mean,42.536583352088925,18.4
ym_rank_D_48_sum,42.52374346852302,13.0
D_52_sum,42.45553111433983,16.8
last6_D_77_sum,42.44879404306412,16.4
last3_diff_S_11_sum,42.44702717065811,16.8
diff_D_105_mean,42.443546313047406,16.0
ym_rank_B_17_std,42.33885622769594,17.0
diff_B_11_min,42.320917040109634,15.4
last6_D_50_max,42.26734686940908,14.4
last3_S_8_min,42.263918799161914,15.2
ym_rank_S_13_mean,42.23753091469407,17.4
ym_rank_D_59_std,42.20674057006836,16.0
ym_rank_B_28_sum,42.201666307449344,14.8
ym_rank_B_1_mean,42.16632313728333,12.4
last6_B_28_std,42.12948055267334,17.0
diff_D_77_max,42.00407526195049,19.2
last3_D_53_max,41.922215807437894,8.4
B_3_sum,41.88304930254817,14.0
diff_B_14_max,41.853079637885095,14.6
diff_D_58_max,41.78679611459374,17.8
last6_B_12_std,41.706771317962556,14.6
last3_D_58_mean,41.6658255442977,11.0
last6_B_10_min,41.58416036963463,15.6
ym_rank_R_6_last,41.57086242809892,7.8
last3_D_77_sum,41.55166155956685,16.0
B_10_max,41.445424711331725,15.2
last3_B_13_mean,41.409270107746124,17.2
B_5_last,41.40248682498932,12.0
ym_rank_B_16_std,41.364373250305654,15.4
S_26_last,41.31013179421425,12.6
ym_rank_D_118_sum,41.19651199728251,15.6
B_14_max,41.182541796565054,14.6
last3_diff_P_2_max,41.181778305768965,14.6
ym_rank_B_17_min,41.167151022702456,17.8
last3_B_28_sum,41.1227668762207,16.0
ym_rank_D_75_mean,41.01353939473629,12.4
last3_diff_B_28_std,40.9699613854289,17.0
last3_diff_S_9_std,40.960639874637124,13.8
ym_rank_D_130_sum,40.946107828617095,15.6
last3_diff_D_118_mean,40.94083823189139,16.4
last6_D_121_mean,40.89427526183427,18.2
D_47_sum,40.86418230906129,15.4
last6_S_5_mean,40.856578686088326,13.4
last3_B_12_sum,40.80976031422615,13.6
last6_D_112_sum,40.80902751088142,9.8
S_24_last,40.75655807256699,14.6
diff_S_24_min,40.72573737576604,16.0
last3_diff_B_37_max,40.64916089773178,14.8
diff_P_2_last,40.618047547340396,16.0
diff_B_12_sum,40.572891449928285,16.0
rank_D_102_last,40.51299675554037,13.8
last3_diff_S_23_max,40.50698643326759,11.2
diff_D_47_mean,40.490948510169986,12.8
last3_D_62_std,40.48805012106895,17.8
diff_B_16_mean,40.487936401367186,12.8
last3_D_121_max,40.47114155292511,15.8
last6_B_1_min,40.44398204088211,10.0
diff_B_10_last,40.426070189476015,14.4
S_27_last,40.36622792482376,13.6
last3_diff_D_55_min,40.35728483200073,16.4
last3_diff_D_115_mean,40.3454491853714,14.6
diff_B_1_max,40.33844888806343,15.4
diff_D_123_mean,40.314638066291806,11.4
last3_diff_B_1_std,40.27681060321629,14.4
diff_D_119_last,40.2579852104187,11.2
last6_B_17_std,40.252946647256614,16.8
ym_rank_B_1_max,40.20682223439216,13.2
last3_diff_B_5_std,40.12687110900879,14.8
last3_diff_B_7_min,40.06301937699318,13.6
last3_D_60_std,39.9961542725563,18.0
oneHot_D_114_100.0_sum,39.95149621963501,16.0
D_41_std,39.92469967175275,9.0
ym_rank_B_3_sum,39.903089970350266,14.6
last3_D_119_max,39.901534555479884,16.2
diff_S_11_sum,39.881823372840884,16.4
last3_diff_S_7_min,39.825384348630905,14.0
diff_B_6_min,39.80681347250938,18.8
last3_D_45_sum,39.79525824636221,13.2
last6_D_45_min,39.78300657272339,15.0
last6_R_2_mean,39.753160095214845,5.0
ym_rank_S_24_mean,39.7398893173784,16.2
last3_B_6_sum,39.69281045794487,13.2
last6_B_14_mean,39.686589086055754,13.8
rank_D_51_last,39.65759906768799,14.6
diff_B_17_min,39.65137159489095,17.4
ym_rank_D_105_max,39.58362223990262,17.2
ym_rank_R_13_sum,39.57952870726585,10.2
ym_rank_D_130_min,39.54539068043232,12.8
ym_rank_B_5_max,39.53938636630774,13.8
S_22_min,39.53690232634544,15.0
ym_rank_D_71_sum,39.47690215706825,16.8
last3_S_8_mean,39.46736563071609,16.0
last6_B_3_sum,39.44425332769752,12.6
last3_oneHot_D_64_3_sum,39.39360890835523,11.4
last3_diff_S_8_mean,39.32418041825294,14.6
last3_diff_S_3_min,39.28022384345532,15.0
last6_D_55_sum,39.27358677983284,14.2
D_70_sum,39.25923361778259,11.0
B_13_sum,39.226203978061676,14.4
S_24_min,39.22620276063681,17.6
diff_D_122_last,39.19421398341656,11.8
last3_S_23_max,39.188716197013854,5.8
last6_S_9_mean,39.05715635716915,15.6
diff_B_17_mean,39.0552694439888,15.8
diff_P_4_std,39.017909065634015,12.0
diff_B_5_last,38.973194169998166,13.4
diff_B_33_std,38.966096579656,12.0
diff_D_71_sum,38.93685006797314,13.0
B_6_std,38.89396636337042,19.2
last6_D_71_sum,38.88449723720551,14.0
diff_D_60_last,38.86953809708357,14.6
B_25_sum,38.86365275382995,14.0
D_118_min,38.84208759516478,17.8
D_77_sum,38.8331587433815,14.8
last6_S_5_std,38.82063699662685,14.8
D_119_min,38.79000389501452,16.8
ym_rank_B_20_std,38.77445160150528,13.2
last3_B_6_max,38.75139172673225,13.2
ym_rank_D_52_std,38.74174866080284,13.2
last3_diff_D_121_mean,38.594801753759384,15.8
ym_rank_S_22_sum,38.53897664546967,17.6
ym_rank_D_47_sum,38.53415567278862,14.6
D_55_mean,38.52809038162231,17.0
last6_S_27_max,38.50473670586943,14.6
last6_D_45_sum,38.4321816533804,15.0
last3_D_60_min,38.416578102111814,15.6
ym_rank_D_105_sum,38.36801043748856,14.0
D_113_sum,38.34353561550379,15.0
last6_D_118_max,38.325292801856996,16.0
rank_B_20_last,38.323585546016695,9.2
ym_rank_D_105_last,38.29381915163249,18.2
ym_rank_S_27_max,38.27542385980487,17.0
last6_R_11_mean,38.26006132364273,10.2
last6_S_7_mean,38.26000811457634,15.8
last3_diff_B_14_mean,38.249541115760806,12.2
last6_S_8_min,38.237305861711505,10.8
ym_rank_R_19_mean,38.22463267445564,6.6
last3_R_27_mean,38.22225267142058,6.0
S_15_last,38.19253247231245,12.2
diff_S_25_max,38.19234871268272,10.6
diff_D_50_mean,38.156735467910764,13.2
last3_R_27_sum,38.092365100979805,10.4
last3_diff_B_4_min,38.074742490053175,13.4
last3_D_45_min,38.07089348249137,14.6
ym_rank_B_26_mean,37.92658196687698,8.0
ym_rank_S_24_sum,37.7597215950489,18.2
last6_S_13_std,37.70805571824312,15.8
diff_D_118_mean,37.693419352918866,17.2
last3_R_16_std,37.565914779901505,10.2
last6_S_23_sum,37.553434777259824,7.4
last6_D_52_std,37.49174462482333,13.8
last6_R_27_sum,37.42899873256683,8.0
last3_B_6_min,37.41269919872284,14.4
last6_D_45_max,37.410024711489676,15.6
last6_B_14_sum,37.388964688777925,13.2
ym_rank_B_14_max,37.369221755862235,12.2
S_9_sum,37.366348737478255,14.6
last3_B_6_mean,37.3595185354352,11.6
last3_B_28_max,37.35511002391577,16.2
ym_rank_B_16_last,37.344799011945724,11.8
D_104_mean,37.32891206741333,13.8
last3_B_2_std,37.30938966572285,14.8
last3_S_5_std,37.23030181713402,14.6
last3_R_16_sum,37.1392782330513,8.6
last3_diff_S_7_std,37.103670122055334,15.0
last3_diff_S_8_min,37.02155950665474,16.8
rank_D_104_last,36.977880015969276,15.2
last6_S_12_max,36.96402591466904,15.0
D_119_last,36.957449331879616,16.0
last3_D_45_mean,36.933885438740255,16.0
last6_D_121_sum,36.86811848133802,16.6
diff_B_11_max,36.86379477381706,14.6
rank_B_8_last,36.78984179496765,11.4
diff_D_124_sum,36.78565312922001,13.6
diff_B_5_min,36.7734219789505,14.6
ym_rank_D_115_std,36.770355680584906,15.0
last6_S_22_min,36.70161259174347,13.0
D_45_max,36.67942558284849,13.8
last3_B_1_std,36.6634568028152,14.6
ym_rank_B_37_sum,36.61570388972759,13.2
D_118_last,36.589992286264895,14.0
ym_rank_S_5_sum,36.55953436046839,16.2
last6_B_18_min,36.516360050439836,8.4
last3_R_2_max,36.514247965812686,2.6
last6_D_51_std,36.50530811548233,11.8
last3_diff_B_9_std,36.405931720137595,12.8
last3_D_55_max,36.38730745911598,15.6
D_119_mean,36.38477714657783,16.4
ym_rank_D_102_mean,36.34963307529688,15.6
ym_rank_B_4_sum,36.31252291202545,12.4
diff_B_19_max,36.309590221196416,8.6
ym_rank_B_28_mean,36.28180673122406,13.6
last3_S_12_sum,36.23127012252807,15.0
last3_B_28_min,36.22641020268202,12.6
B_11_mean,36.224989196658136,12.4
diff_B_28_max,36.203387913107875,15.6
rank_D_141_last,36.188783443905415,12.6
D_60_max,36.15052081644535,17.2
last6_B_11_sum,36.141225677728656,8.8
ym_rank_D_112_mean,36.13599206805229,11.4
ym_rank_S_22_last,36.13220924306661,13.2
last6_D_44_sum,36.09209360480308,3.8
last3_B_6_std,36.07990566641092,14.4
diff_D_119_sum,36.072999227046964,14.2
ym_rank_D_79_mean,36.024207544326785,7.6
last3_diff_D_55_max,35.99486023187637,12.0
D_113_mean,35.985276389122006,13.6
last6_D_119_mean,35.96453346936032,15.6
ym_rank_P_4_last,35.957940673828126,6.8
ym_rank_B_41_sum,35.94589634984732,9.0
ym_rank_R_7_last,35.934221452474596,6.8
last6_D_105_min,35.92639645934105,12.6
rank_D_58_last,35.898718857765196,15.4
ym_rank_B_1_sum,35.89857190847397,12.2
ym_rank_B_10_sum,35.84716318249703,10.6
last3_diff_D_115_sum,35.76431121202186,11.8
oneHot_D_117_-100.0_mean,35.72512981891632,11.6
D_55_sum,35.702080047130586,16.0
ym_rank_D_118_last,35.585054844617844,15.8
ym_rank_D_132_max,35.40790407657623,7.6
ym_rank_D_145_sum,35.396108782291414,9.6
ym_rank_D_102_sum,35.37691010534763,14.2
last3_diff_S_5_min,35.36448267698288,11.6
ym_rank_S_6_max,35.30718387961387,7.6
last3_D_105_mean,35.30239610001445,13.4
last3_diff_R_16_max,35.3000853061676,7.2
ym_rank_R_25_sum,35.296012210845944,5.6
last3_S_27_std,35.287135729193686,14.4
D_105_mean,35.254141446948054,15.4
diff_B_26_max,35.24614019393921,2.6
ym_rank_D_119_std,35.205542261898515,14.8
ym_rank_B_7_min,35.13875223370269,13.4
ym_rank_R_5_last,35.12999850511551,8.0
last3_diff_S_5_sum,35.120275327563284,11.6
last6_B_16_sum,35.085754436254504,14.6
last3_diff_S_12_min,35.08074542582035,15.0
diff_D_41_mean,35.06960158348083,2.2
ym_rank_D_74_sum,35.06944243460894,12.0
last6_B_14_max,35.05817502140999,14.8
rank_R_27_last,35.0435484290123,12.2
ym_rank_B_20_mean,35.04164001941681,11.2
last3_D_112_sum,35.01526188254356,4.8
last3_S_23_mean,35.01028876900673,8.6
last3_R_16_max,34.97078602313995,7.0
diff_B_20_std,34.961530804634094,13.8
last6_S_9_sum,34.93611189126968,12.8
B_12_max,34.82101457118988,11.2
S_13_sum,34.77553581595421,12.6
last3_diff_D_65_std,34.74453854560852,3.0
diff_S_13_std,34.7330405537039,17.0
last3_diff_S_5_max,34.71715774983168,9.8
ym_rank_B_12_last,34.661008533835414,13.6
last6_B_17_min,34.66062965095043,11.8
last3_diff_S_23_mean,34.64162797927857,6.6
last6_S_7_min,34.6202226549387,12.8
last6_D_50_std,34.429549533128736,14.0
last6_S_22_sum,34.408168422244486,13.4
last6_B_18_sum,34.32455001324415,9.4
last6_B_28_sum,34.276349790394306,13.6
last3_diff_D_118_std,34.25638251900673,11.8
last3_S_9_std,34.13840000629425,10.6
ym_rank_B_37_max,34.11610624194145,12.4
last3_R_16_mean,34.10006384849548,7.8
ym_rank_B_37_min,34.06144333183765,12.8
last3_D_53_mean,34.00565593242645,8.0
rank_R_16_last,33.91315453350544,11.2
diff_B_23_last,33.91191014051437,12.6
ym_rank_S_22_max,33.901434355974196,12.2
diff_S_3_last,33.87863182127476,11.6
last3_R_1_std,33.86397547721863,2.4
ym_rank_D_105_std,33.7784408534877,14.8
D_74_sum,33.763313016295434,11.4
ym_rank_D_65_last,33.71044275164604,5.6
last3_D_75_sum,33.627450433373454,7.2
diff_B_6_max,33.62667106091976,13.0
ym_rank_B_20_sum,33.606263221800326,12.0
ym_rank_B_6_sum,33.60616939663887,11.4
oneHot_D_117_-100.0_std,33.59547834396362,11.4
oneHot_D_68_500.0_std,33.59336673021316,9.2
last6_D_119_sum,33.550930589437485,12.8
last3_D_71_sum,33.494062542915344,12.8
last3_diff_B_37_std,33.473826315999034,13.6
last3_diff_B_5_max,33.473588465899226,12.2
ym_rank_B_19_mean,33.42889573574066,10.4
diff_D_122_sum,33.39635911434889,13.0
diff_D_42_sum,33.390153920650484,5.2
diff_B_4_last,33.35054989755154,13.6
ym_rank_B_7_mean,33.19853289723396,10.4
last6_D_107_mean,33.187967205047606,13.2
last3_D_104_mean,33.16970920264721,12.2
last3_diff_S_13_std,33.09007936492562,13.4
last6_B_19_std,33.06363842487335,9.2
rank_D_91_last,33.01357066184282,10.0
last6_D_75_sum,32.99475967586041,11.2
last3_B_18_sum,32.971354216337204,9.6
last3_diff_S_25_std,32.95810593366623,11.4
ym_rank_D_58_min,32.9153090596199,8.8
last3_diff_S_22_max,32.87746546715498,11.4
last6_S_27_std,32.87328330278397,13.4
last6_B_1_mean,32.80354067087173,10.0
last3_D_60_mean,32.75261505395174,14.2
last6_D_60_max,32.683071938157084,15.8
ym_rank_D_132_min,32.60868493318558,8.0
last3_S_13_std,32.587368328869346,13.4
B_14_last,32.56843801215291,10.8
D_104_sum,32.482125878334045,12.0
diff_D_65_std,32.470450192689896,4.0
D_60_mean,32.456301279366016,14.4
last6_D_75_std,32.38917800502386,13.6
B_28_last,32.37026064693928,12.0
S_24_sum,32.23616778776049,13.4
ym_rank_D_74_mean,32.22478276193142,12.8
S_27_sum,32.20656420886517,13.4
last6_B_37_max,32.125250947475436,11.4
last3_D_56_sum,32.090641713142396,9.8
last3_D_119_mean,32.017538863420484,14.2
R_16_std,32.01140346080065,9.6
last3_S_5_min,31.99983607530594,12.0
D_53_last,31.965096485614776,8.4
ym_rank_R_16_max,31.949855309724807,8.4
ym_rank_D_45_std,31.865434773266315,9.4
last3_S_22_max,31.821479278802872,12.0
ym_rank_D_75_sum,31.808916747570038,9.0
diff_D_51_min,31.78706978559494,5.8
last3_diff_D_124_mean,31.764012026786805,9.0
last3_diff_S_12_mean,31.733261066675187,12.2
ym_rank_D_102_last,31.712810075283052,11.0
last3_B_12_std,31.709362155199052,10.2
B_5_max,31.70247760117054,12.2
ym_rank_D_123_max,31.602864146232605,7.8
last6_B_11_mean,31.601039673388005,9.6
diff_S_12_last,31.60015680193901,11.4
last6_D_51_mean,31.600039115548135,8.6
diff_B_9_min,31.573642268776894,13.8
last6_D_118_min,31.54058295786381,14.4
last3_S_23_std,31.518989324569702,9.0
ym_rank_R_10_std,31.51350212097168,1.6
B_9_sum,31.501529681682587,9.6
B_25_last,31.384529769420624,10.2
S_6_std,31.359707283973695,10.2
ym_rank_D_78_sum,31.320051515102385,9.0
last6_S_23_max,31.302596148848533,8.8
ym_rank_B_10_mean,31.29670220911503,12.0
diff_D_112_min,31.280634877085685,9.8
last3_diff_D_58_mean,31.274463556706905,14.0
ym_rank_S_12_last,31.2612938888371,13.6
last6_D_42_min,31.242114448547362,5.2
diff_B_37_min,31.206541231274606,14.2
last3_diff_D_50_min,31.182265287637712,10.8
diff_S_22_last,31.122950637340544,10.8
B_5_std,31.120146745443343,12.6
ym_rank_D_72_last,31.088494239747526,6.2
ym_rank_D_104_min,31.058415937423707,12.4
diff_D_121_sum,31.05621207356453,8.6
B_18_min,31.05491285249591,10.0
last6_S_23_mean,30.91418296098709,8.2
last6_D_51_max,30.87025043964386,7.0
last3_diff_D_75_max,30.8497336268425,10.2
last3_diff_B_14_sum,30.80830899477005,10.6
D_44_sum,30.794049163162708,8.4
last3_diff_B_5_mean,30.76166307926178,10.6
S_27_mean,30.740010914206504,14.0
last6_D_70_mean,30.698409432172774,10.8
ym_rank_D_128_std,30.674405759572984,11.6
last3_S_5_mean,30.65433205962181,11.0
diff_D_119_min,30.60881632566452,11.0
B_11_sum,30.596974191069602,10.2
ym_rank_D_45_mean,30.505790013074876,13.2
last6_B_23_min,30.45630770921707,8.6
ym_rank_D_91_sum,30.382429432868957,10.0
diff_D_52_mean,30.35867812037468,12.6
diff_D_119_max,30.358237326145172,9.2
diff_B_37_last,30.334003715217115,10.4
