feature_name,importance_gain,importance_split
diff_B_20_last,15.225236731767655,4.4
last3_D_102_max,15.201098239421844,5.0
rank_D_105_last,15.197683596611023,6.6
last6_S_5_min,15.114750194549561,5.2
D_113_last,15.112246453762054,5.0
diff_D_105_max,15.094173061847687,6.4
rank_B_26_last,15.092475003004074,3.2
diff_D_75_last,15.058950960636139,5.8
ym_rank_R_5_max,15.043318164348602,2.8
last3_diff_B_2_sum,15.015681302547454,4.6
last3_diff_D_56_min,15.001983827352523,7.2
last3_S_27_mean,14.974918246269226,6.4
last6_D_42_mean,14.935479831695556,3.8
last6_D_70_std,14.864905166625977,5.6
last3_diff_D_45_sum,14.861058235168457,6.6
diff_D_132_std,14.84847195148468,3.6
B_19_std,14.76780794262886,5.4
S_8_min,14.757469367980956,5.4
ym_rank_D_49_last,14.726997816562653,3.4
diff_D_77_sum,14.722503924369812,4.8
last6_R_6_mean,14.70871605873108,1.6
last3_S_25_sum,14.700870203971864,5.6
last6_R_6_max,14.685514116287232,1.6
R_26_max,14.68521008491516,3.0
B_33_std,14.674997597932816,4.2
oneHot_D_117_400.0_mean,14.64467794895172,5.6
last3_diff_B_13_max,14.631979990005494,5.6
last6_B_26_std,14.62701382637024,1.6
diff_D_121_min,14.618106460571289,5.6
S_23_last,14.550187754631043,2.4
last3_D_70_mean,14.482307232916355,5.8
ym_rank_B_18_mean,14.47923356294632,7.2
last3_D_128_mean,14.408755218982696,5.2
last3_diff_B_16_sum,14.40492535829544,6.0
last6_R_16_sum,14.386959314346313,3.4
last3_diff_D_56_mean,14.379509711265564,6.4
D_113_min,14.324055204354227,5.6
oneHot_D_120_0.0_sum,14.314198142290115,3.4
ym_rank_R_26_max,14.282754111289979,3.0
last6_D_107_sum,14.236861646175385,5.8
diff_B_20_max,14.22486228942871,6.0
last3_diff_B_14_min,14.206940364837646,5.6
diff_B_17_sum,14.200715482234955,6.0
last3_D_75_min,14.200354850292205,3.0
R_16_last,14.159525918960572,3.0
diff_D_53_max,14.159327352046967,5.2
B_13_min,14.14838672876358,5.8
ym_rank_S_9_last,14.147991609573364,4.8
D_53_std,14.120673279464246,5.0
diff_B_20_min,14.118854847550391,5.2
ym_rank_B_21_mean,14.07618007659912,2.6
oneHot_D_68_500.0_sum,14.069125926494598,5.8
last6_R_11_std,14.067204141616822,4.0
last3_D_128_max,14.054520463943481,2.2
ym_rank_B_6_mean,14.038848125934601,7.4
last3_diff_D_77_std,13.990726694464684,6.4
ym_rank_R_2_std,13.942122077941894,2.0
ym_rank_D_79_min,13.93802604675293,2.4
ym_rank_D_123_std,13.898661899566651,3.8
S_24_max,13.85469480752945,5.8
last3_diff_R_1_std,13.826605963706971,1.8
D_106_min,13.815860033035278,3.2
last6_D_129_mean,13.759238237142563,4.4
ym_rank_D_65_min,13.74269180893898,4.4
diff_D_51_last,13.72457594871521,3.6
D_78_mean,13.722715950012207,3.0
B_19_max,13.721755468845368,5.4
last3_B_19_min,13.721542119979858,2.4
ym_rank_D_41_std,13.719496977329253,4.4
last6_D_71_min,13.690791845321655,5.4
last3_D_80_mean,13.682728179171681,5.2
oneHot_D_64_0_mean,13.657859858125448,5.6
D_102_mean,13.64156028702855,7.0
diff_D_50_last,13.59544704258442,5.6
last3_diff_R_26_max,13.590451765060426,2.2
last6_D_42_sum,13.562886238098145,2.6
last3_D_141_min,13.551031947135925,3.2
D_102_min,13.542137628793716,4.8
oneHot_D_117_200.0_last,13.480915904045105,3.8
diff_B_19_min,13.454011332988738,5.6
last6_P_4_sum,13.453631925582886,1.2
ym_rank_D_53_min,13.449011969566346,5.2
last3_diff_D_71_max,13.43136043548584,4.8
D_71_last,13.398273223638535,4.6
ym_rank_D_143_last,13.296027547121048,5.0
ym_rank_B_19_min,13.28097379207611,3.2
last3_diff_D_52_max,13.274737268686295,5.8
oneHot_B_38_100.0_std,13.236526083946227,4.8
last3_diff_S_15_mean,13.21181000173092,5.8
last3_D_130_mean,13.21175739467144,3.6
ym_rank_R_2_max,13.193373870849609,2.2
D_70_max,13.192870676517487,4.2
ym_rank_D_75_min,13.187239193916321,4.6
diff_R_11_min,13.178353953361512,4.4
B_16_max,13.141142628341914,5.6
diff_B_8_min,13.106205940246582,3.6
last6_B_29_max,13.07824866771698,3.0
diff_D_53_mean,13.052359640598297,4.6
ym_rank_B_15_max,13.046050807833671,3.4
B_19_sum,13.035149800777436,5.2
last6_D_113_sum,13.02293348312378,5.4
last3_diff_D_71_mean,13.020125937461852,4.6
last3_B_13_min,12.99588053226471,6.8
R_4_mean,12.951431941986083,1.0
diff_R_3_max,12.93217636346817,4.8
ym_rank_R_15_min,12.919976043701173,3.8
last6_D_113_min,12.872185850143433,4.6
B_9_min,12.86077423095703,5.2
diff_S_13_sum,12.848690378665925,5.2
ym_rank_B_15_last,12.818328046798706,3.2
D_133_std,12.771317958831787,3.6
last3_diff_B_15_std,12.740921676158905,4.6
last3_diff_R_2_std,12.739595985412597,2.2
oneHot_B_30_0.0_std,12.70876756310463,3.6
ym_rank_D_143_mean,12.70135588645935,3.4
last6_D_106_max,12.693350267410278,1.8
diff_B_25_last,12.677807927131653,4.6
D_112_min,12.676688504219054,2.8
last6_D_102_sum,12.658189857006073,4.8
B_18_max,12.614202570915221,5.4
ym_rank_B_29_mean,12.593056511878967,3.6
last3_D_130_max,12.559987646341323,4.4
ym_rank_D_78_std,12.553298568725586,4.4
ym_rank_R_3_min,12.544604098796844,4.2
ym_rank_D_139_last,12.512754911184311,4.4
last3_diff_B_15_sum,12.471220064163209,2.8
B_30_last,12.470689849555493,2.0
diff_D_128_mean,12.462602066993714,4.6
last3_B_29_mean,12.424364769458771,3.2
D_104_last,12.422025418281555,5.0
oneHot_B_30_0.0_last,12.415581941604614,1.4
last3_diff_B_29_mean,12.413164365291596,3.6
last3_D_113_min,12.395793044567109,5.4
D_130_mean,12.39502468407154,4.0
last3_D_70_sum,12.393781626224518,5.2
last6_B_17_sum,12.379958057403565,5.0
last6_D_102_min,12.379631373286248,4.8
last6_R_27_max,12.377540040016175,3.2
last3_diff_D_44_sum,12.358546161651612,1.6
last3_D_122_std,12.347429505735636,4.6
last6_S_9_min,12.309066104888917,3.4
diff_D_70_max,12.296536850929261,4.6
oneHot_D_64_3_last,12.293284976482392,3.8
last3_D_42_max,12.265874528884888,3.0
last6_S_13_max,12.25997714996338,4.8
diff_S_9_sum,12.232678925991058,3.6
last3_diff_D_49_min,12.213432049751281,3.6
ym_rank_D_49_min,12.156861007213593,3.4
oneHot_B_30_100.0_mean,12.141998660564422,2.4
B_22_sum,12.12133983373642,3.2
last3_diff_D_121_std,12.118970012664795,5.4
D_129_sum,12.116916286945344,4.6
oneHot_D_126_0.0_std,12.092400121688843,3.8
ym_rank_D_132_last,12.084290170669556,2.4
diff_D_107_min,12.030603766441345,4.0
diff_S_6_std,12.01826058626175,4.8
diff_D_69_std,11.947675967216492,3.0
ym_rank_D_53_sum,11.944022265821696,4.2
last3_D_49_max,11.940972673892976,2.2
last3_diff_B_13_mean,11.928828236460685,5.0
last6_D_49_sum,11.923802137374878,2.6
oneHot_D_64_2_mean,11.88662010729313,4.8
last3_D_51_max,11.865718758106231,5.4
rank_D_125_last,11.865250062942504,2.6
last3_oneHot_B_30_0.0_std,11.864122009277343,2.8
R_6_std,11.83117218017578,0.8
last6_R_2_std,11.81869010925293,2.6
last3_D_78_mean,11.794773936271667,3.0
last3_diff_D_49_sum,11.794497919082641,2.6
diff_B_26_mean,11.78935399055481,1.2
D_84_sum,11.761666059494019,2.6
last3_D_53_min,11.750702035427093,3.6
last3_diff_D_51_std,11.74590482711792,5.0
last3_D_52_std,11.733591723442078,4.8
ym_rank_R_26_min,11.730926012992859,2.4
last3_diff_D_118_min,11.704651975631714,3.8
B_23_min,11.682196220755577,5.6
last6_R_26_min,11.661784052848816,3.0
last3_diff_D_62_sum,11.652955794334412,5.0
last6_S_26_min,11.651686072349548,3.4
P_4_mean,11.639505803585052,1.4
oneHot_D_117_300.0_last,11.629720795154572,4.2
last3_B_26_mean,11.62829418182373,0.8
D_103_mean,11.62187476158142,5.0
oneHot_D_68_300.0_std,11.61731014251709,4.6
last3_diff_B_18_mean,11.592680358886719,3.8
ym_rank_D_113_std,11.583067703247071,4.8
last6_D_113_max,11.557278978824616,5.2
last6_D_53_std,11.552567684650421,4.8
last3_B_20_sum,11.551208567619323,3.2
oneHot_D_68_600.0_sum,11.520176589488983,4.6
last3_diff_D_122_max,11.51368653178215,4.4
ym_rank_D_106_max,11.506779670715332,1.6
ym_rank_B_27_mean,11.444186019897462,3.4
last6_D_74_sum,11.431340563297272,5.2
diff_D_112_mean,11.430755996704102,2.2
last3_diff_D_70_mean,11.371098113059997,3.2
last3_R_11_std,11.34800764322281,3.2
D_114_last,11.346468132734298,4.4
last3_diff_D_122_min,11.319394874572755,5.0
diff_B_22_std,11.314055670797824,4.8
ym_rank_D_145_mean,11.29409748762846,4.0
B_8_sum,11.25556277036667,5.4
diff_P_4_max,11.215193226188422,2.4
diff_R_6_max,11.206101894378662,1.6
D_80_max,11.194898653030396,4.4
rank_D_142_last,11.171458053588868,4.0
oneHot_D_117_500.0_mean,11.158566164970399,3.8
last3_D_107_std,11.127492988109589,3.8
B_21_mean,11.113744020462036,3.2
diff_D_52_max,11.095838022232055,3.6
ym_rank_D_78_mean,11.074299764633178,4.0
ym_rank_R_5_sum,11.05928863286972,3.4
D_49_mean,11.057175815105438,2.8
last6_B_2_max,11.046839541196823,5.8
last6_D_128_sum,11.023982948064804,4.8
last3_diff_D_53_std,11.023571968078613,3.4
diff_D_53_last,10.997425915300846,4.6
oneHot_B_38_200.0_std,10.996099996566773,3.8
last3_oneHot_D_114_100.0_sum,10.96862199306488,3.2
oneHot_B_38_200.0_sum,10.965988707542419,5.2
last3_D_71_min,10.937128686904908,4.6
last3_B_18_max,10.933759126067162,4.4
ym_rank_D_103_max,10.933496075868607,3.6
last3_B_26_std,10.930342197418213,1.4
diff_B_8_std,10.908044576644897,3.0
D_120_nunique,10.896195983886718,3.0
diff_S_9_mean,10.881478583812713,4.4
diff_D_118_min,10.879601398855447,4.0
diff_R_3_sum,10.877240315079689,4.8
last3_diff_B_13_sum,10.864294123649596,4.0
S_26_max,10.863806080818176,5.0
last3_oneHot_D_117_400.0_mean,10.85756956934929,4.4
S_18_std,10.8486980676651,3.4
ym_rank_B_32_sum,10.838704025745391,4.2
D_78_std,10.824626219272613,3.8
last3_D_49_mean,10.812937903404237,1.6
D_102_last,10.805444645881654,3.8
diff_D_102_min,10.801552081108094,4.4
last6_R_10_mean,10.792817974090577,2.0
B_26_max,10.791946244239806,2.8
D_44_min,10.774327123165131,4.2
oneHot_D_126_0.0_mean,10.756406033039093,4.2
diff_D_84_std,10.734730249643325,2.4
last3_S_13_max,10.66473218202591,4.2
ym_rank_D_69_mean,10.637288045883178,3.0
R_6_max,10.59346582889557,0.6
last6_D_129_min,10.573978090286255,2.8
last3_diff_D_112_std,10.547923427820205,3.4
diff_R_26_mean,10.535647797584534,1.2
diff_D_128_max,10.496150821447372,3.2
diff_D_121_last,10.472429990768433,3.8
last6_B_20_sum,10.463838946819305,4.4
diff_D_102_last,10.453883492946625,4.0
last3_diff_B_16_min,10.363091897964477,3.6
last3_diff_B_22_sum,10.291530084609985,2.4
ym_rank_R_2_min,10.283379399776459,1.8
D_106_mean,10.277687883377075,1.8
last6_D_104_min,10.25089602470398,3.8
D_133_max,10.248194050788879,2.8
last3_B_20_std,10.229569728672505,5.2
rank_R_4_last,10.178596329689025,2.2
last3_D_141_max,10.17310209274292,3.0
last3_D_78_max,10.161037969589234,2.8
last3_S_25_std,10.147414648532868,3.2
last3_R_26_std,10.139642000198364,3.2
last3_B_29_max,10.122547936439513,2.4
last3_D_80_std,10.115059947967529,3.4
D_71_min,10.112602317333222,3.4
ym_rank_R_15_last,10.111587989330292,2.8
ym_rank_R_6_std,10.107757949829102,1.2
ym_rank_D_91_mean,10.035508012771606,3.4
B_21_sum,10.031496024131775,2.0
ym_rank_D_112_min,10.00660397754982,3.0
last6_B_20_max,9.991692209243775,3.4
last3_diff_D_49_mean,9.98857798576355,2.8
diff_D_49_max,9.985948133468629,1.6
diff_B_26_std,9.985017410945147,2.0
B_26_mean,9.972918701171874,1.4
rank_S_6_last,9.949174463748932,3.0
rank_R_26_last,9.914143419265747,2.8
ym_rank_B_26_std,9.90363609790802,1.6
ym_rank_D_132_std,9.88980817347765,2.2
ym_rank_B_15_mean,9.88697590827942,2.8
last3_D_51_std,9.860251021385192,4.4
oneHot_D_126_100.0_sum,9.853273940086364,4.0
last3_diff_B_15_mean,9.83590395450592,2.8
B_33_sum,9.82967589199543,3.4
D_141_min,9.817125844955445,2.8
diff_D_132_last,9.813871955871582,2.0
S_12_min,9.788656067848205,3.0
D_130_sum,9.775150203704834,3.8
oneHot_D_120_0.0_std,9.773329222202301,3.4
diff_D_56_sum,9.762358230352401,3.2
last3_diff_D_104_std,9.752049148082733,3.6
last3_B_8_mean,9.750875264406204,2.4
D_79_mean,9.747358036041259,2.0
rank_D_49_last,9.744930195808411,1.6
last3_D_80_max,9.73775863647461,4.0
last3_R_2_std,9.735368061065675,2.0
P_4_sum,9.734193968772889,2.6
ym_rank_D_54_mean,9.728109499812126,3.0
last3_diff_D_71_sum,9.707311844825744,3.4
last3_D_80_sum,9.70035148859024,3.6
D_49_min,9.699846076965333,2.0
last3_diff_D_121_max,9.684611773490905,3.8
last6_B_3_min,9.68449068069458,2.6
D_74_last,9.662080611288548,3.2
last3_diff_D_50_max,9.65527789592743,4.0
oneHot_D_68_600.0_mean,9.648348540067673,4.0
diff_D_145_std,9.645164012908936,2.6
last3_diff_R_26_min,9.637215995788575,1.6
S_5_min,9.611037993431092,3.4
D_130_last,9.6100341796875,2.2
last3_R_11_max,9.591894114017487,3.2
B_20_mean,9.567204582691193,4.0
diff_R_16_max,9.545235991477966,2.0
D_65_max,9.52398591041565,2.0
R_27_min,9.509929847717284,1.0
last3_diff_B_18_max,9.507449722290039,4.2
R_27_std,9.498730039596557,2.4
diff_B_29_min,9.478085494041443,3.0
ym_rank_D_84_max,9.47753586769104,1.8
last3_diff_D_44_mean,9.446996021270753,3.0
diff_R_26_max,9.438863945007324,2.0
diff_B_16_min,9.402114145457745,4.0
diff_D_58_last,9.387344838678837,4.0
last3_D_113_max,9.387252402305602,4.0
diff_R_16_mean,9.385386037826539,2.8
ym_rank_S_16_sum,9.34858603477478,0.6
last3_oneHot_D_120_100.0_sum,9.31223793029785,2.8
last3_diff_B_15_max,9.309052085876464,2.4
last6_D_130_max,9.279852104187011,2.4
D_68_last,9.271743154525756,3.6
B_16_min,9.246903330087662,4.4
diff_R_10_sum,9.241982221603394,0.4
ym_rank_D_54_max,9.236040163040162,1.2
last3_S_26_min,9.232646292448043,4.0
diff_D_42_min,9.193280029296876,3.0
rank_D_81_last,9.162648218870164,2.8
last6_B_22_mean,9.160605978965759,3.6
last3_diff_B_19_std,9.158438277244567,3.6
last3_diff_R_6_std,9.093035984039307,1.4
last6_B_8_sum,9.084269857406616,3.2
last6_D_84_std,9.07953610420227,1.8
last3_diff_B_17_sum,9.029782462120057,3.6
D_103_sum,9.010372287034988,4.0
D_131_mean,8.987115955352783,1.6
oneHot_B_38_200.0_mean,8.954521933197976,5.0
diff_D_124_min,8.947442054748535,3.2
last3_diff_R_26_mean,8.939053964614867,1.8
ym_rank_B_24_last,8.935208612680436,2.6
S_13_last,8.912617474794388,3.6
diff_D_53_min,8.877217102050782,3.4
last3_B_15_sum,8.87543601989746,2.8
diff_D_77_last,8.865216106176376,4.8
B_8_min,8.839741325378418,2.8
last3_diff_B_13_min,8.839648187160492,3.4
last3_oneHot_B_30_0.0_mean,8.795741641521454,1.2
D_107_last,8.793355202674865,3.0
D_117_nunique,8.781566870212554,3.8
last6_D_78_max,8.755347943305969,2.0
B_20_sum,8.747213739156724,4.0
last3_diff_D_122_sum,8.736246740818023,3.0
diff_R_7_std,8.711832094192506,0.8
D_49_std,8.686067962646485,2.0
diff_R_8_std,8.651949787139893,1.2
last3_D_130_min,8.602550795674324,2.8
last3_D_121_std,8.598925018310547,3.4
rank_D_72_last,8.593724751472473,1.4
diff_S_26_mean,8.581557500362397,3.4
last6_D_132_std,8.570707893371582,1.8
diff_D_118_max,8.554276645183563,3.2
B_22_mean,8.527326886355876,2.8
diff_D_124_max,8.519888221472502,3.6
last6_D_75_min,8.515063309669495,3.0
diff_S_27_last,8.502101123332977,3.0
last6_D_49_mean,8.482320070266724,2.0
D_113_std,8.481751811504363,3.2
rank_R_18_last,8.47278163433075,0.4
diff_D_115_max,8.464201086759568,3.2
rank_D_79_last,8.438238990306854,2.6
diff_D_145_min,8.435331988334656,2.4
last3_D_65_max,8.426543927192688,1.6
oneHot_B_30_0.0_sum,8.403345230221749,2.6
diff_B_19_last,8.39924397468567,2.8
diff_D_106_min,8.384918022155762,2.0
B_29_max,8.384338819980622,2.6
diff_B_33_mean,8.372037982940673,2.0
B_21_max,8.346824049949646,2.0
last6_D_80_max,8.342171507328748,4.0
diff_D_72_std,8.326236009597778,1.2
last6_B_16_max,8.314809760451316,3.8
last3_D_51_sum,8.30972318649292,3.6
R_10_std,8.305740141868592,1.8
last3_diff_D_45_min,8.28685302734375,3.2
last3_diff_D_132_std,8.28381805419922,0.6
diff_B_19_mean,8.221231937408447,1.6
diff_D_51_mean,8.206014060974121,2.6
last6_R_26_std,8.20395998954773,2.0
diff_S_18_std,8.19423999786377,2.4
last3_B_8_sum,8.183785399794578,3.4
S_25_last,8.166098791360856,2.8
D_53_sum,8.12061541080475,2.6
D_107_max,8.116367959976197,2.4
S_6_mean,8.048530077934265,3.0
D_84_std,8.045187997817994,2.0
last3_D_51_mean,8.043658006191254,3.6
last6_D_141_sum,8.038450026512146,2.4
last3_diff_D_105_sum,8.03190125823021,3.4
oneHot_D_114_0.0_last,8.024128240346908,3.4
diff_D_70_sum,7.993153586983681,3.2
last3_D_84_max,7.962553930282593,1.8
diff_D_45_sum,7.958260995149613,3.2
diff_S_16_std,7.954736042022705,2.2
ym_rank_D_142_mean,7.953439855575562,1.6
diff_D_49_mean,7.936150050163269,1.4
B_15_last,7.932169413566589,2.8
last3_diff_D_74_sum,7.93148518204689,2.8
ym_rank_B_26_max,7.9133459568023685,1.6
last3_D_104_max,7.8744437016546724,3.6
ym_rank_D_107_min,7.8637708008289335,3.2
last3_diff_B_12_max,7.8463834211230274,4.0
diff_D_78_std,7.844399593770504,3.0
P_4_std,7.840889978408813,2.8
D_132_std,7.823825979232788,1.2
last6_R_16_mean,7.819021710753441,2.4
last3_D_78_sum,7.800001859664917,1.6
diff_R_10_max,7.783803987503052,1.4
oneHot_D_126_100.0_mean,7.757882738113404,3.2
R_10_sum,7.721859812736511,2.2
diff_D_107_mean,7.71657013297081,2.8
ym_rank_D_82_mean,7.699789381027221,3.4
ym_rank_D_42_std,7.69933545589447,2.6
last3_diff_R_11_std,7.697629815340042,3.0
last3_diff_D_41_mean,7.638697862625122,2.0
last6_P_4_std,7.6259020328521725,2.2
oneHot_B_38_300.0_last,7.61531480550766,3.6
last3_D_115_std,7.577937757968902,3.2
diff_D_127_min,7.545540118217469,3.0
diff_D_80_sum,7.524051463603973,2.6
rank_S_16_last,7.511291885375977,1.6
last3_diff_R_16_min,7.4947319507598875,1.2
oneHot_D_117_-100.0_last,7.478115379810333,3.0
last3_diff_D_45_std,7.474089831113815,4.0
last3_diff_D_121_min,7.4674695372581485,2.6
ym_rank_D_76_max,7.446140098571777,2.2
R_5_max,7.42675814628601,0.6
last6_D_128_max,7.384419989585877,2.6
last3_D_132_max,7.359778022766113,1.8
R_7_sum,7.3574858665466305,0.6
last6_B_20_min,7.351693320274353,2.6
last6_D_49_min,7.346161985397339,1.4
oneHot_D_114_100.0_last,7.329830992221832,2.4
ym_rank_D_72_sum,7.316246671974659,2.8
B_8_last,7.3084827065467834,2.6
last3_D_107_sum,7.305194020271301,2.8
last3_D_130_sum,7.304805207252502,2.0
ym_rank_R_5_mean,7.291355895996094,1.6
last6_D_128_std,7.276620006561279,2.2
diff_S_26_sum,7.25660994052887,2.8
ym_rank_B_21_std,7.232558012008667,1.6
last6_R_26_max,7.2317540645599365,1.6
last3_diff_D_128_std,7.23124295771122,3.0
last3_B_15_mean,7.184540009498596,2.6
B_22_std,7.183803137484938,4.0
last3_D_53_sum,7.152335953712464,2.2
last6_D_128_min,7.149065291881561,2.2
D_69_mean,7.137510013580322,2.0
D_103_min,7.135672783851623,2.6
diff_R_10_std,7.132154762744904,2.4
last3_B_29_min,7.127774047851562,2.2
last6_D_53_min,7.102615547180176,2.2
rank_R_7_last,7.101901865005493,1.2
last3_diff_R_3_max,7.092941951751709,2.6
last3_B_15_max,7.087265360355377,2.0
last3_S_6_sum,7.084226131439209,2.0
diff_D_56_last,7.080867290496826,3.6
last3_oneHot_B_30_0.0_sum,7.067443776130676,1.2
diff_S_13_last,7.065079987049103,3.4
diff_P_4_min,7.057271981239319,1.4
oneHot_D_126_0.0_sum,7.045066654682159,2.6
D_75_min,7.040423495322466,2.8
last3_D_107_mean,7.0396439790725704,2.8
last3_diff_D_44_min,7.038605415821076,2.8
last3_diff_D_71_min,7.0188902646303175,3.4
last6_D_106_min,6.994167160987854,2.4
last6_B_15_std,6.988889932632446,2.6
R_8_std,6.967660140991211,1.0
B_29_std,6.9629976689815525,1.8
ym_rank_B_15_std,6.960101905465126,2.6
diff_D_74_last,6.948003423213959,2.8
last3_diff_B_18_sum,6.9473483800888065,3.0
ym_rank_S_16_max,6.905552053451538,1.2
D_79_min,6.903504037857056,1.4
last6_B_8_min,6.899912595748901,2.0
last3_diff_D_132_min,6.890585947036743,1.0
last3_oneHot_D_64_0_mean,6.8839720487594604,2.4
diff_D_45_last,6.874101996421814,2.6
last3_D_141_mean,6.8729140102863315,2.4
diff_D_121_max,6.8672752499580385,2.0
oneHot_D_68_400.0_sum,6.866810822486878,2.4
last3_diff_D_80_max,6.857197976112365,2.4
D_69_std,6.828666019439697,1.6
last3_diff_B_19_max,6.798334074020386,1.4
last3_diff_B_29_max,6.762158012390136,2.0
D_106_std,6.752816081047058,1.6
last6_D_74_min,6.750192022323608,2.6
last3_diff_D_74_min,6.7426849633455275,3.4
D_125_std,6.741884088516235,2.2
ym_rank_R_7_min,6.726946949958801,2.2
last3_oneHot_D_120_0.0_mean,6.721933022141457,2.2
last6_D_141_min,6.720362043380737,1.8
ym_rank_S_25_last,6.710902070999145,1.4
diff_D_47_min,6.705267977714539,2.2
ym_rank_R_24_min,6.704656986892223,2.4
last3_diff_P_4_std,6.704163980484009,1.8
D_84_max,6.697256088256836,1.4
ym_rank_B_41_mean,6.669855934381485,2.2
ym_rank_B_24_min,6.653392732143402,1.8
last3_D_106_max,6.632301950454712,1.0
rank_D_145_last,6.63060229420662,2.2
R_5_std,6.62695803642273,0.4
last3_D_106_min,6.595717906951904,1.2
ym_rank_R_5_min,6.5886359214782715,2.6
B_21_std,6.586578011512756,1.8
R_26_min,6.570246028900146,1.2
last3_diff_D_70_sum,6.55327000617981,2.0
last3_D_131_max,6.54096794128418,0.6
S_6_sum,6.527108436822891,3.2
diff_D_41_min,6.505330061912536,2.2
diff_D_113_std,6.47916818857193,2.4
last3_diff_S_25_max,6.4668659448623655,2.2
diff_D_107_max,6.4610179424285885,2.6
last3_S_12_min,6.458968466520309,2.6
ym_rank_B_29_max,6.433286023139954,2.0
B_20_max,6.429441344738007,2.8
ym_rank_R_20_last,6.413999843597412,1.8
last6_R_11_max,6.399293959140778,3.0
R_2_std,6.3847099304199215,1.6
ym_rank_D_103_min,6.371725162863731,3.0
diff_D_76_max,6.366285896301269,1.4
diff_R_16_min,6.358763933181763,2.4
last3_B_15_std,6.3578033447265625,2.6
last3_diff_D_41_sum,6.346277928352356,1.6
last3_D_76_mean,6.335533976554871,2.0
last3_diff_D_128_min,6.331838083267212,1.6
last3_diff_D_53_min,6.314290022850036,2.0
last3_diff_R_3_sum,6.293359899520874,1.8
S_16_max,6.2910380363464355,1.6
oneHot_B_38_100.0_sum,6.28709135055542,2.8
oneHot_D_64_-1_std,6.272900080680847,0.6
diff_D_51_sum,6.2618420124053955,2.2
last3_diff_D_53_mean,6.257848745584488,2.4
last3_oneHot_B_30_100.0_std,6.250936031341553,1.8
D_104_max,6.248111379146576,3.2
diff_D_132_mean,6.246366024017334,1.6
oneHot_D_117_500.0_sum,6.24492392539978,2.0
last6_B_16_min,6.239721015095711,2.8
diff_B_29_mean,6.230947875976563,1.4
last3_B_8_max,6.167961862683296,2.0
last3_B_16_min,6.167377477884292,2.0
ym_rank_D_49_mean,6.157505965232849,1.6
diff_R_27_min,6.156373929977417,2.0
D_131_sum,6.146666049957275,1.4
ym_rank_R_24_last,6.142229807376862,2.2
last3_diff_D_105_max,6.098503124713898,2.6
ym_rank_D_82_min,6.096067976951599,2.4
last3_oneHot_D_114_100.0_mean,6.084498798847198,2.6
last3_oneHot_D_68_600.0_sum,6.08316000699997,2.6
D_69_max,6.055363941192627,1.6
D_131_std,6.049883699417114,2.0
rank_B_36_last,6.035880184173584,0.4
last3_D_129_min,6.033085942268372,2.0
D_76_last,6.011482000350952,1.6
last3_diff_S_23_min,6.011036062240601,2.4
diff_D_106_mean,5.997211885452271,1.6
last3_D_107_max,5.991173982620239,2.2
D_145_mean,5.983222007751465,2.0
last6_D_132_mean,5.982556009292603,1.0
last6_D_78_sum,5.980020022392273,1.8
last3_oneHot_B_38_200.0_sum,5.976415991783142,2.0
last6_R_16_max,5.946958017349243,2.4
last3_S_9_min,5.946440029144287,2.0
last6_B_8_mean,5.940041932463646,2.2
R_26_last,5.9351619482040405,1.4
rank_D_130_last,5.917213714122772,1.8
last3_diff_B_29_min,5.888903951644897,1.8
last3_D_70_max,5.877432200312614,2.0
last3_D_112_max,5.873627996444702,1.8
last6_D_44_min,5.853351974487305,1.8
last3_oneHot_D_114_0.0_mean,5.841251826286316,2.2
ym_rank_D_131_last,5.822393894195557,1.6
B_16_last,5.821145564317703,2.8
oneHot_B_38_500.0_last,5.820069980621338,1.6
ym_rank_D_96_min,5.810215762257576,2.2
last6_B_19_min,5.805240035057068,2.4
last3_diff_D_106_max,5.802572011947632,1.2
ym_rank_B_18_max,5.802053365856409,3.4
ym_rank_D_54_last,5.787046027183533,1.4
B_26_sum,5.778058052062988,1.8
last6_R_10_std,5.763819885253906,0.6
last3_oneHot_B_38_500.0_mean,5.758674049377442,1.6
diff_R_6_std,5.742641973495483,1.6
last6_D_129_sum,5.72893795967102,1.6
diff_R_2_std,5.710031938552857,1.4
last3_diff_D_124_max,5.702544403076172,2.8
ym_rank_D_92_std,5.684758043289184,1.6
last6_B_15_sum,5.6799500465393065,1.4
last6_B_29_mean,5.66510796546936,1.4
diff_D_123_std,5.6529352307319645,2.0
B_29_min,5.641768729686737,2.0
last3_diff_R_1_min,5.619191956520081,2.0
last6_D_76_mean,5.592639970779419,1.6
last3_R_6_sum,5.5836920738220215,1.0
last6_D_141_max,5.5715819835662845,1.4
ym_rank_D_49_std,5.571487605571747,1.2
ym_rank_D_69_max,5.567015838623047,1.6
oneHot_B_38_700.0_sum,5.558337318897247,2.0
diff_B_8_max,5.554811954498291,1.2
last6_S_13_min,5.553912091255188,1.4
B_19_min,5.55231397151947,1.4
R_27_max,5.545955920219422,1.4
B_15_std,5.542293977737427,2.0
last6_D_76_max,5.542151927947998,1.2
last6_S_6_std,5.529043364524841,2.4
diff_S_23_last,5.523818039894104,2.0
D_106_max,5.495362091064453,1.4
R_12_mean,5.491799974441529,1.2
last3_diff_B_26_std,5.447822022438049,1.8
ym_rank_R_4_std,5.433953976631164,1.4
D_66_last,5.431369972229004,1.6
